1,99.9997
2,99.9991
3,99.9973
4,99.9916
5,99.9748
6,99.9244
7,99.7732
8,99.3196
9,97.9588
10,93.8764
11,81.6292
12,80.3173
13,76.38159999999999
14,64.5745
15,64.5826
16,64.6069
17,64.6798
18,64.8985
19,65.5546
20,67.52289999999999
21,73.42779999999999
22,82.2853
23,82.2853
24,82.2853
25,82.2853
26,82.2853
27,82.2853
28,82.2853
29,82.2853
30,82.2853
31,82.2853
