3, 0.0003
4, 0.0009
5, 0.0027
6, 0.0081
7, 0.0243
8, 0.0729
9, 0.2187
10, 0.6561
11, 1.9683
12, 5.9049
13, 17.7147
14, 17.7147
15, 17.7147
16, 17.7147
17, 17.7147
18, 17.7147
19, 17.7147
20, 17.7147
21, 17.7147
22, 17.7147
23, 17.7147
24, 17.7147
25, 17.7147
26, 17.7147
27, 17.7147
28, 17.7147
29, 17.7147
30, 17.7147
31, 17.7147
